"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",113.916666514189,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",111.780218859291,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",110.261340472586,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",109.148392789031,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",108.042966366231,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",105.683982758704,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",104.219269654276,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",102.907833738502,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",101.068804778459,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",101.634045946545,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",100.530500331594,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",100.414093856129,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",101.244071053087,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",100.916637290684,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",99.8804920136816,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",97.9587996425477,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",97.5045794702829,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",96.2742690329618,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",96.816846159618,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",96.714341679099,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",95.282629539753,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",95.4036999132979,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",95.1180566766245,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",95.1052403776477,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",95.686778885929,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q2",96.0744054482581,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q3",95.9249713105821,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q4",96.5791325563499,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q1",97.5300220930068,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q2",97.3869909524735,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q3",97.470253406978,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q4",98.2863922495454,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q1",98.4998616305628,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q2",99.4106123131723,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q3",100.973261439928,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q4",101.24046366329,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q1",105.156067126581,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q2",106.123485887885,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q3",105.698708343102,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q4",105.27337735391,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q1",104.433690723994,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q2",102.814927748383,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q3",101.879347025299,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q4",100.00981686293,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2023-Q1",95.5327229560205,
"POL","HOUSECOST","PRICEINCOME","IDX2015","Q","2023-Q2",94.9805026003566,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",76.1350492193929,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",74.9719861441889,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",74.3206245410195,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",77.7493873102,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",80.8826014824481,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",87.2161653066592,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",106.559951134714,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",125.545730023579,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",138.635060758997,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",145.25267257876,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",145.396550847875,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",136.53543551926,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",137.698929511521,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",136.464131075734,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",130.539194253792,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",127.524983270201,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",127.287110458854,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",124.690504653288,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",124.386837127507,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",119.219454162408,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",116.752829457789,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",116.213059097038,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",115.71808211598,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",115.828582650067,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",114.660959323686,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",113.638085786893,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",111.720217125088,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",110.766549081548,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",108.995605580381,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",106.60546852966,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",104.712951416179,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",103.390488249701,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",100.934742703961,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",99.6370417695433,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",99.3944060541501,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",99.3994236096785,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",99.3691219996743,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q2",100.4612689158,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q3",99.5851400514116,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q4",99.6460259982903,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q1",100.128845862099,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q2",100.406652446027,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q3",100.200911500824,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q4",99.2635901910507,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q1",99.6670592417892,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q2",99.5784694134195,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q3",101.050702705743,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q4",101.87451527031,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q1",100.502737816485,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q2",101.207888175194,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q3",101.583976667881,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q4",102.168591467343,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q1",103.141910114332,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q2",103.749511625366,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q3",104.056565784146,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q4",105.237272953677,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q1",106.157961271447,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q2",107.267186468177,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q3",108.175648300737,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q4",109.473050508558,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q1",111.006867289011,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q2",112.481146307583,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q3",113.972780056603,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q4",114.126559165116,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q1",115.740928847566,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q2",117.918192587197,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q3",119.295735542872,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q4",121.244537250848,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q1",120.917007502453,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q2",116.578158992838,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q3",114.690160588708,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q4",112.148721106001,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2023-Q1",108.875356645077,
"POL","HOUSECOST","PRICERENT","IDX2015","Q","2023-Q2",111.030586742834,
"POL","HOUSECOST","REAL","IDX2015","Q","2005-Q1",67.9866236797451,
"POL","HOUSECOST","REAL","IDX2015","Q","2005-Q2",68.0980611157305,
"POL","HOUSECOST","REAL","IDX2015","Q","2005-Q3",67.5255149732333,
"POL","HOUSECOST","REAL","IDX2015","Q","2005-Q4",69.4369983413034,
"POL","HOUSECOST","REAL","IDX2015","Q","2006-Q1",73.5346966270404,
"POL","HOUSECOST","REAL","IDX2015","Q","2006-Q2",78.592007819418,
"POL","HOUSECOST","REAL","IDX2015","Q","2006-Q3",97.7675344026937,
"POL","HOUSECOST","REAL","IDX2015","Q","2006-Q4",117.503496045614,
"POL","HOUSECOST","REAL","IDX2015","Q","2007-Q1",129.845949937054,
"POL","HOUSECOST","REAL","IDX2015","Q","2007-Q2",137.098270581169,
"POL","HOUSECOST","REAL","IDX2015","Q","2007-Q3",137.91778075677,
"POL","HOUSECOST","REAL","IDX2015","Q","2007-Q4",129.916839315655,
"POL","HOUSECOST","REAL","IDX2015","Q","2008-Q1",130.729652764106,
"POL","HOUSECOST","REAL","IDX2015","Q","2008-Q2",130.248672290398,
"POL","HOUSECOST","REAL","IDX2015","Q","2008-Q3",124.941995100545,
"POL","HOUSECOST","REAL","IDX2015","Q","2008-Q4",124.401300335826,
"POL","HOUSECOST","REAL","IDX2015","Q","2009-Q1",123.998428770751,
"POL","HOUSECOST","REAL","IDX2015","Q","2009-Q2",122.066114701805,
"POL","HOUSECOST","REAL","IDX2015","Q","2009-Q3",120.793995680038,
"POL","HOUSECOST","REAL","IDX2015","Q","2009-Q4",116.304793591428,
"POL","HOUSECOST","REAL","IDX2015","Q","2010-Q1",114.618765627329,
"POL","HOUSECOST","REAL","IDX2015","Q","2010-Q2",113.860309898027,
"POL","HOUSECOST","REAL","IDX2015","Q","2010-Q3",113.270432084978,
"POL","HOUSECOST","REAL","IDX2015","Q","2010-Q4",112.511805487553,
"POL","HOUSECOST","REAL","IDX2015","Q","2011-Q1",110.665225823873,
"POL","HOUSECOST","REAL","IDX2015","Q","2011-Q2",109.586285793308,
"POL","HOUSECOST","REAL","IDX2015","Q","2011-Q3",107.893239805206,
"POL","HOUSECOST","REAL","IDX2015","Q","2011-Q4",106.019427608424,
"POL","HOUSECOST","REAL","IDX2015","Q","2012-Q1",104.200356858811,
"POL","HOUSECOST","REAL","IDX2015","Q","2012-Q2",101.711577755934,
"POL","HOUSECOST","REAL","IDX2015","Q","2012-Q3",100.503026633696,
"POL","HOUSECOST","REAL","IDX2015","Q","2012-Q4",99.4388392785327,
"POL","HOUSECOST","REAL","IDX2015","Q","2013-Q1",98.0203645867037,
"POL","HOUSECOST","REAL","IDX2015","Q","2013-Q2",96.5512087764329,
"POL","HOUSECOST","REAL","IDX2015","Q","2013-Q3",95.8995660600593,
"POL","HOUSECOST","REAL","IDX2015","Q","2013-Q4",96.049493095715,
"POL","HOUSECOST","REAL","IDX2015","Q","2014-Q1",96.1560631612332,
"POL","HOUSECOST","REAL","IDX2015","Q","2014-Q2",98.0560428236426,
"POL","HOUSECOST","REAL","IDX2015","Q","2014-Q3",98.5248944537872,
"POL","HOUSECOST","REAL","IDX2015","Q","2014-Q4",99.2370404073215,
"POL","HOUSECOST","REAL","IDX2015","Q","2015-Q1",99.3756124925024,
"POL","HOUSECOST","REAL","IDX2015","Q","2015-Q2",100.473770594258,
"POL","HOUSECOST","REAL","IDX2015","Q","2015-Q3",99.8491250020825,
"POL","HOUSECOST","REAL","IDX2015","Q","2015-Q4",100.301491911158,
"POL","HOUSECOST","REAL","IDX2015","Q","2016-Q1",101.659007580266,
"POL","HOUSECOST","REAL","IDX2015","Q","2016-Q2",101.261868292353,
"POL","HOUSECOST","REAL","IDX2015","Q","2016-Q3",103.356538001419,
"POL","HOUSECOST","REAL","IDX2015","Q","2016-Q4",103.961092600802,
"POL","HOUSECOST","REAL","IDX2015","Q","2017-Q1",103.054113844729,
"POL","HOUSECOST","REAL","IDX2015","Q","2017-Q2",104.584773926014,
"POL","HOUSECOST","REAL","IDX2015","Q","2017-Q3",105.092873922762,
"POL","HOUSECOST","REAL","IDX2015","Q","2017-Q4",105.446771775333,
"POL","HOUSECOST","REAL","IDX2015","Q","2018-Q1",107.513056468539,
"POL","HOUSECOST","REAL","IDX2015","Q","2018-Q2",109.208959823859,
"POL","HOUSECOST","REAL","IDX2015","Q","2018-Q3",110.018367736643,
"POL","HOUSECOST","REAL","IDX2015","Q","2018-Q4",112.423246701347,
"POL","HOUSECOST","REAL","IDX2015","Q","2019-Q1",114.724121866542,
"POL","HOUSECOST","REAL","IDX2015","Q","2019-Q2",115.179227578006,
"POL","HOUSECOST","REAL","IDX2015","Q","2019-Q3",117.021650760162,
"POL","HOUSECOST","REAL","IDX2015","Q","2019-Q4",119.873932631505,
"POL","HOUSECOST","REAL","IDX2015","Q","2020-Q1",122.412343666992,
"POL","HOUSECOST","REAL","IDX2015","Q","2020-Q2",124.353576654896,
"POL","HOUSECOST","REAL","IDX2015","Q","2020-Q3",125.688403516113,
"POL","HOUSECOST","REAL","IDX2015","Q","2020-Q4",126.235276628306,
"POL","HOUSECOST","REAL","IDX2015","Q","2021-Q1",127.140724187019,
"POL","HOUSECOST","REAL","IDX2015","Q","2021-Q2",129.351575982185,
"POL","HOUSECOST","REAL","IDX2015","Q","2021-Q3",129.899684334664,
"POL","HOUSECOST","REAL","IDX2015","Q","2021-Q4",130.089011627203,
"POL","HOUSECOST","REAL","IDX2015","Q","2022-Q1",131.288949945267,
"POL","HOUSECOST","REAL","IDX2015","Q","2022-Q2",127.463212898917,
"POL","HOUSECOST","REAL","IDX2015","Q","2022-Q3",126.315046151659,
"POL","HOUSECOST","REAL","IDX2015","Q","2022-Q4",121.73740149174,
"POL","HOUSECOST","REAL","IDX2015","Q","2023-Q1",118.857542717398,
"POL","HOUSECOST","REAL","IDX2015","Q","2023-Q2",121.633431113376,
"POL","HOUSECOST","RENT","IDX2015","Q","1995-Q1",15.8968954129958,
"POL","HOUSECOST","RENT","IDX2015","Q","1995-Q2",17.5920860434209,
"POL","HOUSECOST","RENT","IDX2015","Q","1995-Q3",18.8976747499177,
"POL","HOUSECOST","RENT","IDX2015","Q","1995-Q4",20.1525756257203,
"POL","HOUSECOST","RENT","IDX2015","Q","1996-Q1",21.4343661052408,
"POL","HOUSECOST","RENT","IDX2015","Q","1996-Q2",22.7848673113323,
"POL","HOUSECOST","RENT","IDX2015","Q","1996-Q3",24.2960114064797,
"POL","HOUSECOST","RENT","IDX2015","Q","1996-Q4",25.8856175369687,
"POL","HOUSECOST","RENT","IDX2015","Q","1997-Q1",27.6642452116888,
"POL","HOUSECOST","RENT","IDX2015","Q","1997-Q2",29.2503573017799,
"POL","HOUSECOST","RENT","IDX2015","Q","1997-Q3",30.9306212492613,
"POL","HOUSECOST","RENT","IDX2015","Q","1997-Q4",32.6255292490387,
"POL","HOUSECOST","RENT","IDX2015","Q","1998-Q1",35.1255188560477,
"POL","HOUSECOST","RENT","IDX2015","Q","1998-Q2",36.5349570727473,
"POL","HOUSECOST","RENT","IDX2015","Q","1998-Q3",38.1691152039651,
"POL","HOUSECOST","RENT","IDX2015","Q","1998-Q4",39.6354726038663,
"POL","HOUSECOST","RENT","IDX2015","Q","1999-Q1",41.4781189889473,
"POL","HOUSECOST","RENT","IDX2015","Q","1999-Q2",43.8115559070091,
"POL","HOUSECOST","RENT","IDX2015","Q","1999-Q3",45.9092788563277,
"POL","HOUSECOST","RENT","IDX2015","Q","1999-Q4",47.9380007261396,
"POL","HOUSECOST","RENT","IDX2015","Q","2000-Q1",50.0738441374969,
"POL","HOUSECOST","RENT","IDX2015","Q","2000-Q2",52.3806136035029,
"POL","HOUSECOST","RENT","IDX2015","Q","2000-Q3",54.7040364588467,
"POL","HOUSECOST","RENT","IDX2015","Q","2000-Q4",56.8215411496544,
"POL","HOUSECOST","RENT","IDX2015","Q","2001-Q1",58.63841108595,
"POL","HOUSECOST","RENT","IDX2015","Q","2001-Q2",60.1022854148408,
"POL","HOUSECOST","RENT","IDX2015","Q","2001-Q3",61.5320138230842,
"POL","HOUSECOST","RENT","IDX2015","Q","2001-Q4",62.8086057531577,
"POL","HOUSECOST","RENT","IDX2015","Q","2002-Q1",64.5756394766891,
"POL","HOUSECOST","RENT","IDX2015","Q","2002-Q2",65.293879019642,
"POL","HOUSECOST","RENT","IDX2015","Q","2002-Q3",66.2356900035586,
"POL","HOUSECOST","RENT","IDX2015","Q","2002-Q4",67.0902380799962,
"POL","HOUSECOST","RENT","IDX2015","Q","2003-Q1",67.6982129216678,
"POL","HOUSECOST","RENT","IDX2015","Q","2003-Q2",68.6341470597748,
"POL","HOUSECOST","RENT","IDX2015","Q","2003-Q3",69.4461256005665,
"POL","HOUSECOST","RENT","IDX2015","Q","2003-Q4",70.1131113152806,
"POL","HOUSECOST","RENT","IDX2015","Q","2004-Q1",70.3785265608787,
"POL","HOUSECOST","RENT","IDX2015","Q","2004-Q2",71.0275374425406,
"POL","HOUSECOST","RENT","IDX2015","Q","2004-Q3",71.758919198332,
"POL","HOUSECOST","RENT","IDX2015","Q","2004-Q4",72.3557039362656,
"POL","HOUSECOST","RENT","IDX2015","Q","2005-Q1",72.9320263761529,
"POL","HOUSECOST","RENT","IDX2015","Q","2005-Q2",73.593709502931,
"POL","HOUSECOST","RENT","IDX2015","Q","2005-Q3",74.1991920568597,
"POL","HOUSECOST","RENT","IDX2015","Q","2005-Q4",74.8171694526086,
"POL","HOUSECOST","RENT","IDX2015","Q","2006-Q1",75.1041069362389,
"POL","HOUSECOST","RENT","IDX2015","Q","2006-Q2",75.7089919168767,
"POL","HOUSECOST","RENT","IDX2015","Q","2006-Q3",76.7124089147415,
"POL","HOUSECOST","RENT","IDX2015","Q","2006-Q4",77.6881398624837,
"POL","HOUSECOST","RENT","IDX2015","Q","2007-Q1",78.7461713171895,
"POL","HOUSECOST","RENT","IDX2015","Q","2007-Q2",79.8553009095735,
"POL","HOUSECOST","RENT","IDX2015","Q","2007-Q3",81.0238226981327,
"POL","HOUSECOST","RENT","IDX2015","Q","2007-Q4",82.2465431218999,
"POL","HOUSECOST","RENT","IDX2015","Q","2008-Q1",83.4223314216099,
"POL","HOUSECOST","RENT","IDX2015","Q","2008-Q2",84.3203261791502,
"POL","HOUSECOST","RENT","IDX2015","Q","2008-Q3",85.1284710723963,
"POL","HOUSECOST","RENT","IDX2015","Q","2008-Q4",86.7270498167978,
"POL","HOUSECOST","RENT","IDX2015","Q","2009-Q1",87.5676175521784,
"POL","HOUSECOST","RENT","IDX2015","Q","2009-Q2",88.3796472120619,
"POL","HOUSECOST","RENT","IDX2015","Q","2009-Q3",89.0086411719419,
"POL","HOUSECOST","RENT","IDX2015","Q","2009-Q4",89.4947629250842,
"POL","HOUSECOST","RENT","IDX2015","Q","2010-Q1",90.0019058788629,
"POL","HOUSECOST","RENT","IDX2015","Q","2010-Q2",90.8390884508647,
"POL","HOUSECOST","RENT","IDX2015","Q","2010-Q3",91.4012548066617,
"POL","HOUSECOST","RENT","IDX2015","Q","2010-Q4",91.8981499671204,
"POL","HOUSECOST","RENT","IDX2015","Q","2011-Q1",92.773277744006,
"POL","HOUSECOST","RENT","IDX2015","Q","2011-Q2",93.4651953410714,
"POL","HOUSECOST","RENT","IDX2015","Q","2011-Q3",94.17454419762,
"POL","HOUSECOST","RENT","IDX2015","Q","2011-Q4",94.917612100568,
"POL","HOUSECOST","RENT","IDX2015","Q","2012-Q1",95.4388755662398,
"POL","HOUSECOST","RENT","IDX2015","Q","2012-Q2",96.0332298079101,
"POL","HOUSECOST","RENT","IDX2015","Q","2012-Q3",96.5282154632601,
"POL","HOUSECOST","RENT","IDX2015","Q","2012-Q4",96.9437187861905,
"POL","HOUSECOST","RENT","IDX2015","Q","2013-Q1",97.2292220520306,
"POL","HOUSECOST","RENT","IDX2015","Q","2013-Q2",97.417483045358,
"POL","HOUSECOST","RENT","IDX2015","Q","2013-Q3",97.7098332838088,
"POL","HOUSECOST","RENT","IDX2015","Q","2013-Q4",97.9283113759235,
"POL","HOUSECOST","RENT","IDX2015","Q","2014-Q1",98.2385858340354,
"POL","HOUSECOST","RENT","IDX2015","Q","2014-Q2",98.5157597412556,
"POL","HOUSECOST","RENT","IDX2015","Q","2014-Q3",98.836129935175,
"POL","HOUSECOST","RENT","IDX2015","Q","2014-Q4",99.1450343579214,
"POL","HOUSECOST","RENT","IDX2015","Q","2015-Q1",99.3845729481032,
"POL","HOUSECOST","RENT","IDX2015","Q","2015-Q2",99.7757410002898,
"POL","HOUSECOST","RENT","IDX2015","Q","2015-Q3",100.211753269055,
"POL","HOUSECOST","RENT","IDX2015","Q","2015-Q4",100.627932782552,
"POL","HOUSECOST","RENT","IDX2015","Q","2016-Q1",100.757946773011,
"POL","HOUSECOST","RENT","IDX2015","Q","2016-Q2",101.008024032745,
"POL","HOUSECOST","RENT","IDX2015","Q","2016-Q3",101.496201477959,
"POL","HOUSECOST","RENT","IDX2015","Q","2016-Q4",101.951537846628,
"POL","HOUSECOST","RENT","IDX2015","Q","2017-Q1",103.119484875259,
"POL","HOUSECOST","RENT","IDX2015","Q","2017-Q2",103.9486709149,
"POL","HOUSECOST","RENT","IDX2015","Q","2017-Q3",104.701512942868,
"POL","HOUSECOST","RENT","IDX2015","Q","2017-Q4",105.575141700593,
"POL","HOUSECOST","RENT","IDX2015","Q","2018-Q1",106.326407552939,
"POL","HOUSECOST","RENT","IDX2015","Q","2018-Q2",107.739252062738,
"POL","HOUSECOST","RENT","IDX2015","Q","2018-Q3",108.985225493799,
"POL","HOUSECOST","RENT","IDX2015","Q","2018-Q4",110.418125727248,
"POL","HOUSECOST","RENT","IDX2015","Q","2019-Q1",111.598918409208,
"POL","HOUSECOST","RENT","IDX2015","Q","2019-Q2",112.715096500295,
"POL","HOUSECOST","RENT","IDX2015","Q","2019-Q3",114.325695410947,
"POL","HOUSECOST","RENT","IDX2015","Q","2019-Q4",116.141601049082,
"POL","HOUSECOST","RENT","IDX2015","Q","2020-Q1",118.657382984644,
"POL","HOUSECOST","RENT","IDX2015","Q","2020-Q2",119.234930159547,
"POL","HOUSECOST","RENT","IDX2015","Q","2020-Q3",120.262467180284,
"POL","HOUSECOST","RENT","IDX2015","Q","2020-Q4",121.295931661791,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q1",121.921433626784,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",123.290764005809,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",125.189265395672,
"POL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",127.996349431681,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",132.507179615757,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",140.093332907974,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",145.944406732388,
"POL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",151.393994992353,
"POL","HOUSECOST","RENT","IDX2015","Q","2023-Q1",155.712473679725,
"POL","HOUSECOST","RENT","IDX2015","Q","2023-Q2",157.463557704721,
"POL","HOUSECOST","RENT","IDX2015","Q","2023-Q3",159.389090622225,
"POL","HOUSECOST","RENT","IDX2015","Q","2023-Q4",162.251726356164,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",37.8678068100615,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",39.3627185141288,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",41.1924588065593,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",43.4576010691128,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",44.864522982677,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",46.1087162534932,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",49.2663457978592,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",50.9376757841817,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",52.1627047970033,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",53.7840764662085,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",55.9195330933698,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",58.0402968320795,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",61.7299079850864,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",64.6116235052147,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",66.8268956796865,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",69.3443098642657,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",71.9636974112146,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",74.3897072005291,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",74.3890522586357,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",74.4141747198708,
"PRT","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",74.1646529866848,
